id_cliente,edad,ingreso_mensual,nivel_educativo,ciudad,fecha_vinculacion,saldo_actual,cuotas_pagadas,cuotas_totales,estado_cuenta,score_externo
CLI-100287,58,1281008,Secundaria,MEDELLÍN,2021-07-30,7428435,21,48,Al día,740.0
CLI-100288,22,0,Universitario,BARRANQUILLA,2022-07-09,1654992,25,36,Al día,366.0
CLI-100289,58,2874539,Universitario,VILLAVICENCIO,2018-12-17,2630871,5,12,Al día,597.0
CLI-100290,21,2656919,Secundaria,CALI,2023-05-27,1891035,7,24,Al día,730.0
CLI-100291,50,2192063,Técnico,"Cartagena, Bolívar",2021-11-11,2994259,41,48,Al día,391.0
CLI-100292,78,0,Universitario,manizales,2022-04-04,1853383,7,12,Al día,770.0
CLI-100293,20,0,Tecnólogo,"Ibagué, Tolima",2020-03-16,1588015,29,36,Al día,522.0
CLI-100294,75,0,Universitario,"Pereira, Risaralda",2017-12-19,4198676,12,24,Al día,458.0
CLI-100295,58,2726762,Tecnólogo,"Villavicencio, Meta",2021-10-08,629169,30,36,Al día,307.0
CLI-100296,27,2060753,Secundaria,B/quilla,2017-12-16,7092789,30,48,Al día,530.0
CLI-100297,77,2701357,Secundaria,Ibagué,2024-11-09,4331311,6,18,Al día,568.0
CLI-100298,56,13092793,Posgrado,cucuta,2022-10-05,0,24,24,Cancelado,521.0
CLI-100299,36,900000,Primaria,Cúcuta,2015-08-24,567646,15,18,Al día,364.0
CLI-100300,59,1952207,Tecnólogo,santa marta,2021-06-01,2513049,37,48,Al día,408.0
CLI-100301,51,2752433,Tecnólogo,ibague,2018-10-15,6318310,7,36,Al día,682.0
CLI-100302,71,0,Tecnólogo,BGA,2019-09-11,16056792,13,48,Moroso,
CLI-100303,44,0,Secundaria,Bogotá D.C.,2017-12-08,2802041,31,48,Al día,424.0
CLI-100304,34,2536044,Universitario,Cartagena,2019-06-03,1101884,15,18,Al día,397.0
CLI-100305,25,0,Universitario,Medellin,2016-07-07,1798595,18,24,Al día,397.0
CLI-100306,38,0,Tecnólogo,Bta,2017-04-24,2725046,13,24,Al día,648.0
CLI-100307,37,1532711,Primaria,Bogotá,2022-08-18,1074087,13,24,Al día,804.0
CLI-100308,54,0,Técnico,"Pereira, Risaralda",2022-08-20,6491741,32,48,Al día,635.0
CLI-100309,49,3482340,Universitario,BGA,2015-07-04,3178388,6,18,Al día,571.0
CLI-100310,79,4261586,Universitario,Cali,2016-04-21,0,24,24,Cancelado,704.0
CLI-100311,70,2186492,Universitario,Manizales,2016-09-11,5223498,6,18,Al día,427.0
CLI-100312,38,2070031,Secundaria,Cucuta,2018-06-16,0,12,12,Cancelado,758.0
CLI-100313,25,1767408,Secundaria,BGA,2015-02-15,0,36,36,Cancelado,729.0
CLI-100314,61,0,Universitario,SANTA MARTA,2022-05-17,28219212,0,48,Moroso,
CLI-100315,77,1693647,Secundaria,Ibagué,2017-06-29,2296601,15,24,Al día,631.0
CLI-100316,75,3731533,Posgrado,Cúcuta,2018-09-05,5811337,8,24,Al día,753.0
CLI-100317,33,3354886,Posgrado,cartagena,2024-05-03,4469376,5,18,Al día,845.0
CLI-100318,27,1340447,Técnico,Bogotá,2015-07-21,0,6,6,Cancelado,754.0
CLI-100319,58,900000,Primaria,Bogotá,2020-05-14,1455748,7,12,Al día,379.0
CLI-100320,49,1736817,Primaria,ibague,2020-05-23,8256103,8,36,Al día,349.0
CLI-100321,39,2519886,Secundaria,"Manizales, Caldas",2017-04-27,113843,14,6,Al día,438.0
CLI-100322,62,0,Secundaria,ibague,2023-02-06,307657,10,12,Al día,770.0
CLI-100323,23,1360140,Primaria,CÚCUTA,2023-07-16,7871072,27,48,Al día,742.0
CLI-100324,32,6253062,Posgrado,"Pereira, Risaralda",2017-12-14,1615446,32,48,Al día,690.0
CLI-100325,77,0,Tecnólogo,bucaramanga,2023-02-28,2623926,3,12,Al día,333.0
CLI-100326,23,0,Técnico,B/quilla,2015-11-07,4639927,34,48,Al día,647.0
CLI-100327,22,1633704,Primaria,BOGOTÁ,2021-02-07,2150483,10,18,Al día,425.0
CLI-100328,53,1036068,Secundaria,PEREIRA,2020-06-14,0,24,24,Cancelado,478.0
CLI-100329,73,4357894,Universitario,Cúcuta,2021-08-14,0,12,12,Cancelado,301.0
CLI-100330,53,3273592,Universitario,Cartagena,2020-06-30,25358949,9,48,Moroso,
CLI-100331,57,3343857,Técnico,Bogotá D.C.,2020-06-26,0,18,18,Cancelado,391.0
CLI-100332,26,0,Secundaria,BGA,2018-06-07,3736832,32,48,Al día,814.0
CLI-100333,53,2374236,Secundaria,Bogotá D.C.,2021-03-15,6092662,16,48,Al día,754.0
CLI-100334,75,2160509,Secundaria,B/manga,2019-06-06,6525815,15,36,Al día,825.0
CLI-100335,73,3837830,Técnico,"Cali, Valle",2024-08-18,4852745,16,36,Al día,744.0
CLI-100336,44,2425768,Técnico,"Pereira, Risaralda",2016-02-18,2884280,4,12,Al día,759.0
CLI-100337,42,1731464,Secundaria,Medellín,2020-06-12,3952577,2,12,Al día,635.0
CLI-100338,21,2332846,Universitario,IBAGUÉ,2017-12-16,0,18,18,Cancelado,630.0
CLI-100339,64,10694740,Posgrado,MZL,2021-12-25,5194871,24,36,Al día,378.0
CLI-100340,65,4477649,Técnico,cucuta,2015-02-08,0,36,36,Cancelado,495.0
CLI-100341,57,0,Secundaria,Pereira,2022-09-29,1334615,27,36,Al día,503.0
CLI-100342,18,2116091,Tecnólogo,Barranquilla,2024-07-28,3904642,2,12,Moroso,
CLI-100343,35,4531448,Posgrado,CÚCUTA,2016-06-12,0,24,24,Cancelado,741.0
CLI-100344,43,0,Tecnólogo,PEI,2023-08-11,11676568,6,36,Al día,661.0
CLI-100345,48,0,Técnico,"Villavicencio, Meta",2016-12-30,19945920,2,36,Moroso,771.0
CLI-100346,68,3788089,Universitario,IBAGUÉ,2016-07-02,5706169,7,36,Al día,493.0
CLI-100347,68,0,Tecnólogo,Bogotá D.C.,2020-05-20,781721,4,6,Al día,358.0
CLI-100348,37,9284665,Posgrado,Barranqilla,2017-03-13,506193,4,6,Al día,838.0
CLI-100349,1,3426731,Tecnólogo,Manizales,2023-03-12,747631,6,12,Al día,674.0
CLI-100350,69,2277440,Secundaria,Med.,2025-05-18,4960832,6,18,Al día,658.0
CLI-100351,59,0,Secundaria,SMR,2018-07-09,1811739,4,12,Moroso,305.0
CLI-100352,58,0,Técnico,VILLAVICENCIO,2018-07-21,4232248,1,12,Al día,419.0
CLI-100353,41,1778922,Secundaria,BUCARAMANGA,2020-09-26,8555070,19,48,Al día,303.0
CLI-100354,59,1759236,Secundaria,Bucaramanga,2020-04-27,4234443,24,36,Al día,804.0
CLI-100355,18,1571691,Secundaria,cartagena,2024-05-28,906315,2,6,Al día,565.0
CLI-100356,53,2482345,Secundaria,Cartagena,2020-08-28,0,48,48,Cancelado,659.0
CLI-100357,78,3311636,Tecnólogo,CALI,2022-08-05,5262297,9,48,Al día,530.0
CLI-100358,21,6073564,Universitario,IBAGUÉ,2022-09-22,2820629,21,36,Al día,739.0
CLI-100359,55,2302438,Tecnólogo,BARRANQUILLA,2018-02-23,0,24,24,Cancelado,518.0
CLI-100360,52,3337175,Universitario,villavicencio,2024-11-20,0,18,18,Cancelado,626.0
CLI-100361,65,1884794,Tecnólogo,bogota,2020-08-16,0,48,48,Cancelado,513.0
CLI-100362,54,1313921,Secundaria,B/manga,2017-05-19,814438,10,12,Al día,
CLI-100363,3,0,Técnico,San José de Cúcuta,2020-06-30,13852944,9,48,Al día,743.0
CLI-100364,49,3957171,Universitario,BGA,2019-04-20,0,36,36,Cancelado,717.0
CLI-100365,1,0,Técnico,"Ibagué, Tolima",2023-08-14,1879653,22,36,Al día,
CLI-100366,21,0,Universitario,Bogotá,2021-12-13,8878148,6,36,Al día,632.0
CLI-100367,54,2843438,Técnico,Cali,2019-07-19,1564929,0,6,Moroso,323.0
CLI-100368,41,0,Universitario,"Cartagena, Bolívar",2016-07-18,936798,6,12,Al día,620.0
CLI-100369,67,0,Universitario,BOG,2019-07-03,9809032,25,48,Al día,445.0
CLI-100370,60,3316950,Técnico,Cali,2024-02-25,0,36,36,Cancelado,349.0
CLI-100371,31,0,Tecnólogo,cucuta,2015-04-24,1656668,5,18,Al día,436.0
CLI-100372,62,1619295,Técnico,santa marta,2015-03-29,2781392,5,12,Al día,380.0
CLI-100373,25,900000,Secundaria,bucaramanga,2015-12-11,12675720,17,48,Al día,787.0
CLI-100374,42,2459785,Tecnólogo,bucaramanga,2023-06-13,1752301,2,6,Al día,757.0
CLI-100375,18,3069013,Tecnólogo,Cartagena de Indias,2023-12-01,2918886,13,24,Al día,422.0
CLI-100376,18,5757955,Tecnólogo,CARTAGENA,2023-01-25,0,6,6,Cancelado,717.0
CLI-100377,33,0,Tecnólogo,PEI,2021-10-15,7506705,6,36,Al día,512.0
CLI-100378,1,0,Tecnólogo,Bta,2015-12-14,1959841,1,6,Moroso,
CLI-100379,22,1831176,Secundaria,PEI,2022-12-26,2625948,5,12,Al día,729.0
CLI-100380,24,3964673,Técnico,CTG,2016-02-07,618583,4,6,Al día,426.0
CLI-100381,35,3680999,Tecnólogo,Manizales,2024-09-11,3929826,26,36,Al día,397.0
CLI-100382,67,0,Secundaria,Bucaramanga,2021-11-26,313481,4,6,Al día,735.0
CLI-100383,77,5366945,Universitario,Cali,2019-10-12,2751415,2,12,Al día,567.0
CLI-100384,49,2758791,Secundaria,PEI,2021-01-22,194321,5,6,Al día,645.0
CLI-100385,66,4540996,Universitario,CÚCUTA,2021-07-08,2470774,3,12,Al día,590.0
CLI-100386,43,5242392,Posgrado,Santa Marta,2016-12-19,0,6,6,Cancelado,457.0
CLI-100387,68,0,Posgrado,Cúcuta,2018-02-09,5690064,8,24,Al día,384.0
CLI-100388,31,2174661,Universitario,Bogotá D.C.,2017-04-09,0,48,48,Cancelado,574.0
CLI-100389,39,1863037,Secundaria,Santa Marta,2023-09-30,544082,31,36,Al día,505.0
CLI-100390,34,4341785,Tecnólogo,Sta Marta,2016-06-22,1224066,3,6,Al día,447.0
CLI-100391,30,0,Técnico,Bta,2022-02-18,7853550,7,24,Moroso,
CLI-100392,3,0,Tecnólogo,CARTAGENA,2020-04-26,9238354,15,48,Al día,552.0
CLI-100393,50,900000,Secundaria,Barranqilla,2023-09-02,2415941,6,18,Al día,645.0
CLI-100394,41,5354693,Universitario,"Bucaramanga, Santander",2016-12-04,6315253,27,48,Al día,455.0
CLI-100395,67,1320996,Secundaria,Barranquilla,2019-03-28,494973,2,6,Al día,
CLI-100396,55,3458855,Técnico,Santiago de Cali,2022-05-15,6176271,10,36,Al día,307.0
CLI-100397,35,5386861,Universitario,pereira,2021-07-12,0,36,36,Cancelado,561.0
CLI-100398,23,3320938,Tecnólogo,Cucuta,2022-10-20,0,48,48,Cancelado,453.0
CLI-100399,25,0,Técnico,MZL,2019-10-13,1605955,8,12,Al día,373.0
CLI-100400,58,1887861,Secundaria,MEDELLÍN,2015-07-07,0,48,48,Cancelado,364.0
CLI-100401,30,1065368,Primaria,CAL,2016-04-08,4983719,0,12,Moroso,456.0
CLI-100402,25,0,Técnico,Bogota,2017-01-27,2825882,27,36,Al día,321.0
CLI-100403,43,2917305,Técnico,villavicencio,2022-02-02,11747943,14,36,Moroso,
CLI-100404,41,0,Posgrado,bucaramanga,2017-04-12,1100914,14,24,Al día,553.0
CLI-100405,77,0,Tecnólogo,MZL,2020-07-16,2637618,12,18,Al día,478.0
CLI-100406,27,0,Técnico,Bogotá D.C.,2019-04-14,2151963,53,48,Al día,428.0
CLI-100407,69,5648067,Posgrado,cartagena,2018-08-19,15837375,4,36,Moroso,352.0
CLI-100408,24,0,Secundaria,BOG,2018-12-01,4686617,23,48,Al día,631.0
CLI-100409,47,0,Técnico,MDL,2024-12-24,424973,15,18,Al día,337.0
CLI-100410,77,2989936,Universitario,"Manizales, Caldas",2019-11-11,0,36,36,Cancelado,440.0
CLI-100411,18,0,Secundaria,cali,2020-03-16,1444719,7,12,Al día,646.0
CLI-100412,41,0,Tecnólogo,SMR,2018-12-26,4457776,0,12,Moroso,
CLI-100413,47,1684775,Técnico,MEDELLÍN,2024-02-17,5634004,22,36,Al día,552.0
CLI-100414,28,900000,Secundaria,Cucuta,2019-07-10,3112529,14,24,Al día,487.0
CLI-100415,50,2329286,Secundaria,CTG,2022-09-21,10165026,1,18,Moroso,623.0
CLI-100416,26,4253854,Técnico,IBAGUÉ,2021-11-04,3235090,15,24,Al día,484.0
CLI-100417,40,1844425,Técnico,PEREIRA,2019-04-12,864773,19,24,Al día,523.0
CLI-100418,50,3448468,Técnico,ibague,2023-04-22,13228459,2,36,Moroso,796.0
CLI-100419,28,1138152,Tecnólogo,PEREIRA,2016-12-07,11315682,11,48,Al día,613.0
CLI-100420,22,2114963,Secundaria,Medellín,2022-04-07,0,12,12,Cancelado,611.0
CLI-100421,69,4393107,Tecnólogo,barranquilla,2023-09-13,0,36,36,Cancelado,665.0
CLI-100422,75,0,Técnico,Cartagena de Indias,2022-04-16,2614670,8,18,Al día,326.0
CLI-100423,29,3541887,Universitario,SANTA MARTA,2022-01-27,2188196,14,12,Al día,400.0
CLI-100424,72,0,Técnico,"Manizales, Caldas",2024-11-08,11851647,6,24,Moroso,585.0
CLI-100425,41,5509953,Universitario,Villavo,2017-08-09,8973916,7,24,Moroso,591.0
CLI-100426,33,0,Tecnólogo,MANIZALES,2019-11-22,2631552,7,24,Al día,482.0
CLI-100427,68,2452646,Secundaria,"Bucaramanga, Santander",2017-02-05,0,48,48,Cancelado,409.0
CLI-100428,62,0,Tecnólogo,Sta Marta,2020-11-02,881466,8,12,Al día,569.0
CLI-100429,31,2866173,Secundaria,Sta Marta,2017-03-14,7502934,8,36,Al día,814.0
CLI-100430,33,0,Tecnólogo,"Bucaramanga, Santander",2015-11-13,3109742,4,12,Moroso,
CLI-100431,27,0,Técnico,BOGOTÁ,2022-09-04,5066664,4,18,Moroso,426.0
CLI-100432,46,1172598,Primaria,Bogotá D.C.,2023-08-08,6198953,3,24,Al día,727.0
CLI-100433,50,4608253,Tecnólogo,Cartagena,2016-03-23,0,18,18,Cancelado,471.0
CLI-100434,52,900000,Primaria,SANTA MARTA,2016-03-19,302853,9,12,Al día,664.0
CLI-100435,47,4437855,Universitario,BOGOTÁ,2015-03-31,0,48,48,Cancelado,418.0
CLI-100436,64,2765241,Técnico,"Cali, Colombia",2024-09-05,6035581,3,24,Al día,609.0
CLI-100437,61,4711558,Universitario,Sta Marta,2024-08-02,392077,4,6,Al día,377.0
CLI-100438,75,4728380,Universitario,B/quilla,2024-07-24,3284903,14,36,Al día,607.0
CLI-100439,76,2150518,Tecnólogo,"Cartagena, Bolívar",2016-06-20,435029,4,6,Al día,472.0
CLI-100440,61,6330132,Universitario,"Villavicencio, Meta",2019-03-21,0,48,48,Cancelado,538.0
CLI-100441,2,0,Técnico,Villavicencio,2022-11-04,1408556,20,24,Al día,622.0
CLI-100442,36,0,Técnico,Villavo,2025-02-16,2897974,22,48,Al día,387.0
CLI-100443,68,1559413,Secundaria,"Ibagué, Tolima",2022-08-20,2848595,1,6,Moroso,
CLI-100444,0,1555328,Primaria,B/quilla,2023-01-29,425517,3,6,Al día,394.0
CLI-100445,77,0,Secundaria,villavicencio,2016-08-19,4674227,25,36,Al día,720.0
CLI-100446,38,966458,Secundaria,Bta,2020-03-10,4461521,25,36,Al día,325.0
CLI-100447,65,2520319,Técnico,pereira,2021-12-05,0,12,12,Cancelado,541.0
CLI-100448,46,6506760,Posgrado,B/quilla,2024-09-02,0,36,36,Cancelado,420.0
CLI-100449,39,900000,Secundaria,BARRANQUILLA,2019-12-13,0,24,24,Cancelado,663.0
CLI-100450,34,6555565,Universitario,MDL,2024-10-29,3786536,2,12,Al día,608.0
CLI-100451,18,2351690,Técnico,Pereira,2017-03-25,3726072,21,36,Al día,
CLI-100452,34,1667320,Secundaria,"Medellín, Colombia",2025-05-23,3983728,27,36,Al día,552.0
CLI-100453,74,0,Tecnólogo,VILLAVICENCIO,2020-07-12,3059900,2,18,Al día,562.0
CLI-100454,33,4749039,Universitario,"Ibagué, Tolima",2023-12-19,3250164,18,48,Al día,341.0
CLI-100455,35,1424882,Primaria,Manizales,2015-11-29,0,48,48,Cancelado,556.0
CLI-100456,53,1116652,Secundaria,CTG,2020-09-02,0,6,6,Cancelado,304.0
CLI-100457,42,0,Técnico,manizales,2024-06-09,1562204,1,6,Al día,506.0
CLI-100458,79,0,Secundaria,Manizales,2022-06-22,13761634,16,48,Al día,328.0
CLI-100459,70,0,Posgrado,cartagena,2019-09-30,4948472,2,12,Moroso,500.0
CLI-100460,63,2699669,Tecnólogo,Manizales,2015-05-10,0,36,36,Cancelado,420.0
CLI-100461,75,3009999,Técnico,MDL,2015-10-12,1186919,35,48,Al día,737.0
CLI-100462,20,0,Técnico,SMR,2019-09-27,2434266,1,6,Moroso,
CLI-100463,41,5157784,Universitario,bogota,2018-03-17,3621603,2,12,Al día,334.0
CLI-100464,31,0,Secundaria,Santa Marta,2015-02-18,1609829,4,12,Al día,558.0
CLI-100465,64,0,Universitario,BOG,2015-03-11,298367,3,6,Al día,529.0
CLI-100466,20,0,Secundaria,MZL,2016-05-27,2042945,30,36,Al día,696.0
CLI-100467,51,2393790,Técnico,San José de Cúcuta,2018-01-25,851186,4,6,Al día,525.0
CLI-100468,24,5268547,Universitario,VILLAVICENCIO,2016-08-25,2074699,3,12,Al día,713.0
CLI-100469,18,8237762,Universitario,SMR,2015-01-18,0,18,18,Cancelado,510.0
CLI-100470,53,1123470,Secundaria,Bogota,2019-03-03,843602,13,18,Al día,578.0
CLI-100471,64,1069640,Primaria,MANIZALES,2017-08-31,0,36,36,Cancelado,693.0
CLI-100472,40,4187493,Universitario,BUCARAMANGA,2025-04-13,1086887,42,48,Al día,330.0
CLI-100473,42,0,Técnico,Cali,2023-11-04,3970118,0,12,Moroso,345.0
CLI-100474,34,2000723,Primaria,CAL,2018-07-29,0,48,48,Cancelado,731.0
CLI-100475,42,0,Técnico,BOG,2021-01-01,10228643,24,48,Al día,520.0
CLI-100476,56,0,Primaria,B/manga,2022-07-07,7610558,1,12,Moroso,513.0
CLI-100477,39,0,Secundaria,Cartagena de Indias,2020-08-22,454362,3,6,Al día,812.0
CLI-100478,61,1603299,Secundaria,"Ibagué, Tolima",2022-10-16,855969,15,18,Al día,608.0
CLI-100479,50,0,Técnico,Santa Marta,2018-10-27,881600,9,12,Al día,355.0
CLI-100480,23,4388177,Tecnólogo,San José de Cúcuta,2024-01-04,2388342,4,12,Al día,530.0
CLI-100481,66,9799935,Posgrado,Sta Marta,2019-11-17,1161406,2,12,Al día,754.0
CLI-100482,50,1656263,Secundaria,IBAGUÉ,2016-01-20,6917785,11,36,Al día,332.0
CLI-100483,62,5886818,Universitario,BAQ,2016-06-27,0,12,12,Cancelado,354.0
CLI-100484,49,9561308,Posgrado,cucuta,2015-04-05,1842985,1,6,Al día,763.0
CLI-100485,39,8471547,Posgrado,Santiago de Cali,2017-06-06,0,48,48,Cancelado,570.0
CLI-100486,53,6184015,Universitario,barranquilla,2025-04-19,891309,2,6,Al día,309.0
CLI-100487,38,0,Posgrado,Pereira,2023-10-28,1741162,21,36,Al día,802.0
CLI-100488,67,3529145,Tecnólogo,bogota,2015-08-15,7506592,18,36,Al día,768.0
CLI-100489,58,0,Tecnólogo,B/quilla,2024-04-07,3651850,0,6,Moroso,553.0
CLI-100490,0,0,Tecnólogo,CTG,2015-01-31,1918940,1,6,Moroso,406.0
CLI-100491,44,0,Secundaria,"Ibagué, Tolima",2021-10-03,4941698,3,18,Al día,
CLI-100492,55,1544079,Primaria,Manizales,2025-03-22,5736660,3,18,Al día,470.0
CLI-100493,38,7422679,Universitario,San José de Cúcuta,2015-02-03,0,18,18,Cancelado,413.0
CLI-100494,53,1207210,Secundaria,MEDELLÍN,2017-10-31,1950106,1,6,Al día,586.0
CLI-100495,27,0,Secundaria,VILLAVICENCIO,2017-11-16,11049535,6,36,Al día,457.0
CLI-100496,1,3922844,Tecnólogo,Villavicencio,2017-02-13,996842,21,24,Al día,479.0
CLI-100497,53,0,Tecnólogo,Ibagué,2018-02-03,3695134,16,36,Al día,655.0
CLI-100498,1,7281541,Universitario,"Barranquilla, Atlántico",2021-09-28,1910514,2,12,Al día,676.0
CLI-100499,53,3468949,Universitario,MDL,2024-02-25,182306,4,6,Al día,785.0
CLI-100500,43,1499619,Secundaria,MZL,2024-04-16,0,12,12,Cancelado,453.0
CLI-100501,77,0,Secundaria,"Villavicencio, Meta",2024-08-19,4655821,13,24,Al día,746.0
CLI-100502,65,2347194,Técnico,Pereira,2021-04-06,5285877,21,36,Al día,675.0
CLI-100503,27,0,Universitario,CTG,2017-06-18,3467123,13,24,Al día,569.0
CLI-100504,18,1635117,Técnico,SMR,2020-01-18,4874289,6,24,Al día,377.0
CLI-100505,38,2231912,Secundaria,santa marta,2016-02-25,4494366,5,24,Al día,646.0
CLI-100506,76,0,Técnico,VILLAVICENCIO,2017-04-28,12499566,17,48,Al día,561.0
CLI-100507,46,8146690,Posgrado,"Santa Marta, Magdalena",2025-01-28,0,6,6,Cancelado,492.0
CLI-100508,33,6071917,Universitario,"Manizales, Caldas",2020-06-30,0,36,36,Cancelado,656.0
CLI-100509,44,0,Técnico,Villavicencio,2020-06-14,879135,2,6,Al día,486.0
CLI-100510,73,7451074,Universitario,"Manizales, Caldas",2015-06-13,6953013,8,24,Al día,450.0
CLI-100511,30,900000,Secundaria,"Cali, Valle",2015-12-09,0,12,12,Cancelado,631.0
CLI-100512,32,0,Secundaria,Cúcuta,2024-06-05,1360178,5,12,Al día,672.0
CLI-100513,67,2380750,Tecnólogo,"Villavicencio, Meta",2023-10-10,0,36,36,Cancelado,607.0
CLI-100514,74,0,Posgrado,Bogota,2023-07-06,339885,2,6,Al día,839.0
CLI-100515,35,2637224,Secundaria,IBAGUÉ,2022-09-26,0,12,12,Cancelado,448.0
CLI-100516,36,4299968,Técnico,CAL,2023-12-21,1911608,12,18,Al día,441.0
CLI-100517,71,2001533,Secundaria,Bucaramanga,2021-08-11,13412708,16,48,Al día,635.0
CLI-100518,55,0,Tecnólogo,villavicencio,2025-04-24,4323587,35,48,Al día,681.0
CLI-100519,42,0,Tecnólogo,BOGOTÁ,2015-04-15,1267160,9,12,Al día,832.0
CLI-100520,0,2550745,Secundaria,Bogota,2025-01-05,3859903,1,12,Moroso,453.0
CLI-100521,24,6896486,Posgrado,PEREIRA,2023-08-16,628172,9,12,Al día,807.0
CLI-100522,32,2962239,Tecnólogo,"Cali, Valle",2022-09-15,3984258,3,12,Al día,340.0
CLI-100523,61,1922169,Secundaria,PEI,2019-04-28,3065986,2,12,Al día,837.0
CLI-100524,54,1516720,Secundaria,"Cartagena, Bolívar",2023-01-20,0,48,48,Cancelado,594.0
CLI-100525,68,0,Universitario,Cúcuta,2015-05-05,2981847,27,48,Al día,481.0
CLI-100526,20,5997312,Universitario,Cartagena,2018-08-15,0,24,24,Cancelado,465.0
CLI-100527,60,0,Secundaria,"Santa Marta, Magdalena",2015-07-24,586558,16,18,Al día,712.0
CLI-100528,72,1033902,Secundaria,Bogotá D.C.,2019-05-25,0,48,48,Cancelado,404.0
CLI-100529,1,0,Secundaria,BOG,2015-12-23,5205091,4,18,Moroso,803.0
CLI-100530,44,6054778,Posgrado,"Bucaramanga, Santander",2017-04-02,506496,4,6,Al día,470.0
CLI-100531,71,0,Técnico,Bogotá,2017-12-06,15336563,14,36,Moroso,459.0
CLI-100532,74,0,Técnico,Medellín,2019-07-13,721003,3,6,Al día,
CLI-100533,69,5033135,Posgrado,Med.,2017-06-29,0,36,36,Cancelado,362.0
CLI-100534,66,0,Universitario,Cúcuta,2021-01-08,7782351,2,18,Moroso,
CLI-100535,61,2673714,Técnico,cucuta,2015-06-29,5328728,21,36,Al día,752.0
CLI-100536,31,3194306,Técnico,medellin,2017-07-03,965862,1,6,Al día,430.0
CLI-100537,24,0,Universitario,"Cali, Valle",2020-06-07,2142873,6,18,Al día,770.0
CLI-100538,44,0,Posgrado,Ibague,2019-06-29,5596636,9,48,Al día,597.0
CLI-100539,34,4702097,Universitario,BARRANQUILLA,2022-01-25,0,6,6,Cancelado,524.0
CLI-100540,37,4851126,Tecnólogo,PEREIRA,2017-08-21,395180,4,6,Al día,408.0
CLI-100541,75,9821570,Posgrado,CTG,2021-10-12,1106701,12,18,Al día,656.0
CLI-100542,77,8510988,Posgrado,MDL,2019-04-22,3755231,36,48,Al día,844.0
CLI-100543,58,0,Tecnólogo,CÚCUTA,2022-03-16,354930,9,12,Al día,659.0
CLI-100544,72,900000,Primaria,Cartagena de Indias,2024-01-18,5691577,29,48,Al día,467.0
CLI-100545,23,6244794,Universitario,"Pereira, Risaralda",2022-02-01,4864902,2,18,Al día,797.0
CLI-100546,42,1560381,Primaria,"Cali, Valle",2017-11-02,1579335,10,24,Al día,777.0
CLI-100547,42,10217688,Universitario,Bogotá D.C.,2020-09-20,792885,41,48,Al día,703.0
CLI-100548,34,3490642,Universitario,"Pereira, Risaralda",2018-07-13,2541797,2,12,Moroso,
CLI-100549,65,2281605,Universitario,"Cartagena, Bolívar",2019-08-16,0,36,36,Cancelado,441.0
CLI-100550,72,900000,Secundaria,CÚCUTA,2024-09-19,279383,3,6,Al día,518.0
CLI-100551,69,0,Secundaria,Villavo,2016-10-27,3576103,6,18,Al día,590.0
CLI-100552,44,3949756,Tecnólogo,bucaramanga,2022-04-06,5147119,2,18,Al día,598.0
CLI-100553,43,0,Universitario,Villavicencio,2023-04-08,953031,9,12,Al día,389.0
CLI-100554,52,1454568,Secundaria,B/quilla,2018-08-10,7261381,21,48,Al día,712.0
CLI-100555,19,0,Secundaria,"Pereira, Risaralda",2019-01-07,4362483,6,18,Al día,
CLI-100556,37,3008534,Técnico,Santiago de Cali,2020-10-03,10429769,0,18,Moroso,816.0
CLI-100557,36,3125153,Técnico,"Barranquilla, Atlántico",2023-10-15,8827833,4,48,Moroso,
CLI-100558,54,1590208,Técnico,SANTA MARTA,2017-09-09,989269,2,6,Al día,598.0
CLI-100559,29,1794597,Tecnólogo,bogota,2018-10-12,1420557,19,24,Al día,577.0
CLI-100560,36,8447109,Posgrado,Santiago de Cali,2024-05-10,4146658,0,6,Moroso,674.0
CLI-100561,33,5159181,Tecnólogo,cartagena,2017-07-15,4558832,7,18,Al día,440.0
CLI-100562,33,900284,Primaria,villavicencio,2019-05-18,0,48,48,Cancelado,560.0
CLI-100563,38,0,Secundaria,CÚCUTA,2022-06-06,17547634,7,48,Al día,625.0
CLI-100564,37,0,Técnico,"Manizales, Caldas",2016-11-28,3314531,10,18,Al día,637.0
CLI-100565,30,0,Primaria,VILLAVICENCIO,2017-12-13,289583,15,18,Al día,572.0
